"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight"
"11374",14136,2,22,1988,8,"DO","F",36,44
"11375",14137,2,22,1988,9,"NL","M",34,200
"11376",14138,2,22,1988,4,"DM","F",36,42
"11377",14139,2,22,1988,9,"RM","F",16,8
"11378",14140,2,22,1988,3,"RM","M",16,10
"11379",14141,2,22,1988,3,"PE","F",21,21
"11380",14142,2,22,1988,5,"RM","F",16,10
"11381",14143,2,22,1988,9,"DO","F",37,60
"11382",14144,2,22,1988,5,"RM","F",16,9
"11383",14145,2,22,1988,8,"DM","M",37,55
"11384",14146,2,22,1988,10,"RM","F",16,8
"11385",14147,2,22,1988,11,"DM","F",36,35
"11386",14148,2,22,1988,13,"RM","M",16,9
"11387",14149,2,22,1988,10,"PM","F",21,21
"11388",14150,2,22,1988,3,"RM","F",16,10
"11389",14151,2,22,1988,3,"RM","F",16,10
"11390",14152,2,22,1988,5,"DO","F",37,45
"11391",14153,2,22,1988,11,"DM","M",37,44
"11392",14154,2,22,1988,4,"DM","M",36,40
"11393",14155,2,22,1988,2,"DO","F",37,44
"11394",14159,2,22,1988,7,"PE","M",21,27
"11395",14160,2,22,1988,2,"DO","M",37,51
"11396",14161,2,22,1988,9,"DM","M",37,45
"11397",14162,2,22,1988,10,"RM","F",16,10
"11398",14163,2,22,1988,2,"OL","F",21,34
"11399",14164,2,22,1988,9,"DM","M",37,46
"11400",14165,2,22,1988,5,"NL","F",34,190
"11401",14166,2,22,1988,15,"RM","F",16,9
"11402",14167,2,22,1988,8,"DM","M",37,50
"11403",14168,2,22,1988,7,"PM","M",21,25
"11404",14169,2,22,1988,5,"DO","M",37,57
"11405",14170,2,22,1988,11,"OL","F",20,30
"11406",14171,2,22,1988,3,"DM","F",36,39
"11407",14172,2,22,1988,14,"DM","M",36,44
"11408",14173,2,22,1988,11,"DM","M",36,42
"11409",14174,2,22,1988,4,"DM","F",36,43
"11410",14175,2,22,1988,3,"PM","M",21,27
"11411",14176,2,22,1988,15,"RM","F",16,8
"11412",14177,2,22,1988,9,"NL","M",35,227
"11413",14178,2,22,1988,10,"RM","F",16,9
"11414",14179,2,22,1988,11,"DM","F",35,34
"11415",14180,2,22,1988,5,"DO","M",37,54
"11416",14181,2,22,1988,13,"DM","M",36,48
"11417",14183,2,22,1988,2,"PE","F",21,22
"11418",14184,2,22,1988,11,"DM","M",35,33
"11419",14185,2,22,1988,15,"RM","M",16,11
"11420",14187,2,22,1988,11,"DM","F",36,42
"11421",14188,2,22,1988,8,"DM","F",36,48
"11422",14189,2,22,1988,3,"PM","F",21,27
"11423",14190,2,22,1988,2,"DO","M",37,61
"11424",14191,3,20,1988,12,"DO","M",37,52
"11425",14192,3,20,1988,22,"DM","M",37,47
"11426",14193,3,20,1988,19,"RM","M",17,10
"11427",14194,3,20,1988,12,"DO","M",36,33
"11428",14195,3,20,1988,12,"DO","F",37,48
"11429",14198,3,20,1988,12,"RM","M",19,10
"11430",14199,3,20,1988,22,"DO","F",36,49
"11431",14200,3,20,1988,12,"DO","F",37,52
"11432",14201,3,20,1988,17,"RM","F",17,9
"11433",14202,3,20,1988,24,"PE","F",20,23
"11434",14203,3,20,1988,14,"RM","M",17,10
"11435",14204,3,20,1988,20,"RM","M",17,9
"11436",14205,3,20,1988,22,"DM","F",36,45
"11437",14206,3,20,1988,12,"DO","M",34,32
"11438",14207,3,20,1988,21,"SH","F",27,60
"11439",14208,3,20,1988,12,"DM","M",37,37
"11440",14209,3,20,1988,23,"RM","M",16,8
"11441",14210,3,20,1988,24,"RM","F",17,10
"11442",14211,3,20,1988,22,"DM","M",38,50
"11443",14212,3,20,1988,20,"PE","M",20,23
"11444",14214,3,20,1988,1,"RM","M",15,10
"11445",14215,3,20,1988,14,"DM","M",39,56
"11446",14216,3,20,1988,21,"RM","M",17,13
"11447",14217,3,20,1988,12,"DO","F",36,50
"11448",14219,3,20,1988,1,"DM","M",36,44
"11449",14220,3,20,1988,21,"RM","F",19,9
"11450",14221,3,20,1988,22,"DM","F",36,48
"11451",14222,3,20,1988,12,"OL","F",20,35
"11452",14225,3,20,1988,22,"DM","M",36,48
"11453",14226,3,20,1988,6,"RM","M",17,9
"11454",14227,3,20,1988,1,"DO","M",35,50
"11455",14228,3,20,1988,14,"RM","M",19,11
"11456",14229,3,20,1988,22,"DS","F",51,145
"11457",14230,3,20,1988,6,"OL","F",20,39
"11458",14231,3,20,1988,17,"DO","M",36,59
"11459",14232,3,20,1988,22,"DM","M",37,44
"11460",14234,3,20,1988,6,"PE","M",21,24
"11461",14235,3,20,1988,17,"RM","M",16,9
"11462",14236,3,20,1988,12,"DM","M",37,45
"11463",14237,3,20,1988,17,"NL","F",32,144
"11464",14238,3,20,1988,23,"PM","M",20,23
"11465",14239,3,20,1988,22,"NL","M",34,176
"11466",14240,3,20,1988,6,"PE","F",22,26
"11467",14241,3,20,1988,24,"DM","M",37,48
"11468",14242,3,20,1988,14,"DO","F",36,53
"11469",14243,3,20,1988,22,"DM","M",37,44
"11470",14244,3,20,1988,14,"DM","M",37,45
"11471",14246,3,20,1988,24,"DM","F",37,43
"11472",14247,3,20,1988,22,"DM","M",37,37
"11473",14248,3,20,1988,24,"RM","M",18,10
"11474",14249,3,20,1988,6,"RM","F",18,8
"11475",14252,3,20,1988,1,"DM","M",36,46
"11476",14253,3,20,1988,19,"OT","F",20,30
"11477",14254,3,20,1988,17,"PE","F",20,30
"11478",14255,3,20,1988,23,"RM","M",17,10
"11479",14256,3,20,1988,22,"DM","F",36,45
"11480",14257,3,20,1988,19,"RF","F",19,12
"11481",14258,3,21,1988,2,"DM","M",36,43
"11482",14259,3,21,1988,4,"OL","M",20,35
"11483",14260,3,21,1988,9,"DO","F",36,50
"11484",14261,3,21,1988,16,"RM","M",16,9
"11485",14262,3,21,1988,7,"PM","M",21,26
"11486",14263,3,21,1988,3,"SH","F",32,70
"11487",14264,3,21,1988,3,"PM","M",21,25
"11488",14265,3,21,1988,4,"DM","M",38,50
"11489",14266,3,21,1988,16,"RM","M",17,9
"11490",14267,3,21,1988,3,"PP","M",22,20
"11491",14269,3,21,1988,3,"DM","F",37,39
"11492",14270,3,21,1988,10,"PM","M",21,16
"11493",14271,3,21,1988,11,"PP","M",21,18
"11494",14272,3,21,1988,8,"DM","F",37,46
"11495",14273,3,21,1988,5,"DO","F",36,45
"11496",14274,3,21,1988,7,"PE","F",20,26
"11497",14275,3,21,1988,4,"DM","F",36,43
"11498",14276,3,21,1988,11,"DM","M",37,42
"11499",14277,3,21,1988,3,"RM","M",17,12
"11500",14279,3,21,1988,2,"DM","F",37,42
"11501",14280,3,21,1988,3,"PM","F",22,11
"11502",14281,3,21,1988,4,"DS","M",53,142
"11503",14282,3,21,1988,11,"DM","F",36,39
"11504",14284,3,21,1988,3,"NL","M",32,226
"11505",14285,3,21,1988,4,"DM","M",37,50
"11506",14286,3,21,1988,3,"OT","M",21,29
"11507",14287,3,21,1988,15,"PE","F",20,25
"11508",14288,3,21,1988,2,"OT","F",20,26
"11509",14290,3,21,1988,11,"DM","M",37,45
"11510",14291,3,21,1988,9,"RM","M",17,10
"11511",14292,3,21,1988,8,"DS","M",53,153
"11512",14293,3,21,1988,16,"RM","F",16,9
"11513",14294,3,21,1988,2,"RM","F",17,10
"11514",14296,3,21,1988,16,"RM","M",17,12
"11515",14297,3,21,1988,7,"PE","M",20,27
"11516",14299,3,21,1988,10,"RM","M",17,10
"11517",14300,3,21,1988,3,"DM","F",37,42
"11518",14301,3,21,1988,2,"PE","F",20,29
"11519",14303,3,21,1988,8,"DM","M",37,41
"11520",14304,3,21,1988,4,"DM","F",36,50
"11521",14305,3,21,1988,5,"RM","F",17,10
"11522",14306,3,21,1988,10,"PM","M",21,14
"11523",14307,3,21,1988,5,"PE","M",21,23
"11524",14308,3,21,1988,7,"PE","M",21,25
"11525",14309,3,21,1988,2,"DO","M",36,50
"11526",14310,3,21,1988,11,"DM","M",36,48
"11527",14311,3,21,1988,4,"DM","M",37,42
"11528",14312,3,21,1988,15,"RM","F",16,9
"11529",14313,3,21,1988,13,"NL","F",32,192
"11530",14314,3,21,1988,7,"RM","F",16,9
"11531",14315,3,21,1988,15,"RM","F",18,8
"11532",14316,3,21,1988,5,"DO","M",33,57
"11533",14317,3,21,1988,10,"RM","F",16,10
"11534",14318,3,21,1988,16,"PM","F",21,21
"11535",14319,3,21,1988,10,"PM","M",21,14
"11536",14320,3,21,1988,11,"OL","F",21,37
"11537",14321,3,21,1988,5,"RM","M",17,9
"11538",14322,3,21,1988,2,"DM","M",38,48
"11539",14323,3,21,1988,10,"PM","M",20,13
"11540",14325,3,21,1988,8,"DM","M",37,51
"11541",14326,3,21,1988,3,"PM","M",21,12
"11542",14327,3,21,1988,5,"NL","M",32,176
"11543",14328,3,21,1988,4,"DM","M",37,44
"11544",14329,3,21,1988,11,"DM","F",35,38
"11545",14330,3,21,1988,15,"PE","M",21,25
"11546",14331,3,21,1988,9,"DM","F",37,44
"11547",14332,3,21,1988,13,"DM","M",38,47
"11548",14333,3,21,1988,11,"DM","F",36,47
"11549",14334,3,21,1988,9,"DM","M",38,45
"11550",14335,3,21,1988,10,"PM","F",21,23
"11551",14336,3,21,1988,2,"DO","F",36,48
"11552",14337,3,21,1988,4,"DM","M",36,45
"11553",14338,3,21,1988,15,"RM","M",18,10
"11554",14339,3,21,1988,5,"PF","M",15,8
"11555",14340,3,21,1988,10,"RM","F",17,11
"11556",14341,3,21,1988,3,"PM","M",21,26
"11557",14342,3,21,1988,8,"DM","F",36,45
"11558",14343,4,17,1988,21,"RM","M",15,8
"11559",14344,4,17,1988,22,"OT","F",20,27
"11560",14345,4,17,1988,24,"PE","F",21,26
"11561",14346,4,17,1988,23,"PE","F",21,28
"11562",14347,4,17,1988,19,"PM","M",21,26
"11563",14348,4,17,1988,24,"PE","M",20,26
"11564",14349,4,17,1988,20,"NL","F",34,166
"11565",14350,4,17,1988,22,"DM","M",37,48
"11566",14352,4,17,1988,24,"PE","M",20,22
"11567",14353,4,17,1988,23,"RM","M",16,10
"11568",14354,4,17,1988,22,"DM","F",33,24
"11569",14355,4,17,1988,23,"RM","M",16,10
"11570",14356,4,17,1988,20,"PE","F",20,31
"11571",14357,4,17,1988,22,"DS","M",53,118
"11572",14358,4,17,1988,22,"DS","F",50,138
"11573",14359,4,17,1988,24,"RM","M",16,10
"11574",14360,4,17,1988,23,"RM","F",17,12
"11575",14361,4,17,1988,23,"RF","F",17,13
"11576",14362,4,17,1988,23,"PE","M",20,22
"11577",14363,4,17,1988,22,"NL","M",36,178
"11578",14364,4,17,1988,22,"DM","M",37,39
"11579",14365,4,17,1988,19,"RM","F",17,10
"11580",14366,4,17,1988,19,"OT","F",20,28
"11581",14367,4,17,1988,24,"RM","F",16,17
"11582",14371,4,18,1988,8,"DO","F",37,54
"11583",14372,4,18,1988,7,"PE","F",20,27
"11584",14373,4,18,1988,15,"SH","M",27,72
"11585",14374,4,18,1988,15,"RM","M",17,11
"11586",14375,4,18,1988,17,"OT","F",20,28
"11587",14376,4,18,1988,10,"PM","F",20,27
"11588",14377,4,18,1988,13,"PE","F",21,24
"11589",14378,4,18,1988,8,"DS","M",54,150
"11590",14379,4,18,1988,14,"RM","M",16,12
"11591",14380,4,18,1988,8,"DS","F",53,95
"11592",14381,4,18,1988,7,"RM","F",16,14
"11593",14383,4,18,1988,18,"OT","M",17,9
"11594",14384,4,18,1988,8,"NL","F",30,60
"11595",14385,4,18,1988,10,"PM","F",20,25
"11596",14386,4,18,1988,14,"DM","M",37,44
"11597",14387,4,18,1988,17,"OT","M",22,30
"11598",14388,4,18,1988,7,"PE","M",21,27
"11599",14389,4,18,1988,8,"DM","F",35,50
"11600",14390,4,18,1988,7,"RM","M",16,10
"11601",14391,4,18,1988,9,"DM","M",37,46
"11602",14392,4,18,1988,8,"DM","M",37,44
"11603",14393,4,18,1988,17,"DO","M",36,54
"11604",14394,4,18,1988,8,"DM","M",37,47
"11605",14395,4,18,1988,9,"DM","M",35,27
"11606",14396,4,18,1988,17,"DO","M",36,58
"11607",14398,4,18,1988,17,"NL","F",33,175
"11608",14399,4,18,1988,8,"DM","F",36,44
"11609",14400,4,18,1988,14,"DO","F",36,54
"11610",14401,4,18,1988,18,"OT","F",20,15
"11611",14403,4,18,1988,18,"OT","F",20,28
"11612",14404,4,18,1988,7,"NL","M",34,235
"11613",14405,4,19,1988,1,"DM","M",37,43
"11614",14406,4,19,1988,3,"SH","F",30,103
"11615",14407,4,19,1988,12,"DO","M",36,38
"11616",14408,4,19,1988,4,"DM","M",37,53
"11617",14409,4,19,1988,2,"DS","M",51,128
"11618",14410,4,19,1988,3,"PE","F",21,30
"11619",14411,4,19,1988,12,"DO","F",36,53
"11620",14412,4,19,1988,3,"PP","M",22,21
"11621",14413,4,19,1988,3,"PE","M",20,23
"11622",14414,4,19,1988,4,"DS","M",52,25
"11623",14415,4,19,1988,1,"DM","F",37,42
"11624",14416,4,19,1988,2,"OT","F",20,27
"11625",14417,4,19,1988,11,"DM","M",37,46
"11626",14418,4,19,1988,12,"OL","F",21,37
"11627",14419,4,19,1988,11,"NL","F",32,167
"11628",14421,4,19,1988,11,"SH","M",28,68
"11629",14422,4,19,1988,4,"DM","F",36,41
"11630",14423,4,19,1988,2,"DM","F",37,44
"11631",14424,4,19,1988,12,"DO","M",36,41
"11632",14425,4,19,1988,1,"DM","M",36,43
"11633",14426,4,19,1988,4,"OL","F",18,12
"11634",14427,4,19,1988,4,"OL","F",21,39
"11635",14428,4,19,1988,2,"PE","M",20,26
"11636",14430,4,19,1988,2,"PE","F",21,29
"11637",14431,4,19,1988,11,"PP","M",22,21
"11638",14432,4,19,1988,12,"DM","M",37,45
"11639",14433,4,19,1988,2,"DO","M",36,52
"11640",14434,4,19,1988,4,"PF","F",12,8
"11641",14435,4,19,1988,1,"DM","M",38,44
"11642",14436,4,19,1988,12,"DM","M",37,49
"11643",14437,4,19,1988,4,"OL","F",18,12
"11644",14438,4,19,1988,1,"DO","M",36,48
"11645",14439,4,19,1988,3,"PE","M",21,27
"11646",14440,4,19,1988,11,"OL","M",22,38
"11647",14441,4,19,1988,2,"DO","F",37,53
"11648",14442,4,19,1988,5,"NL","M",33,131
"11649",14443,4,19,1988,12,"DM","F",37,43
"11650",14444,4,19,1988,11,"DM","F",37,40
"11651",14445,4,19,1988,3,"RM","M",17,11
"11652",14446,4,19,1988,6,"PE","M",21,21
"11653",14447,4,19,1988,3,"RM","M",17,11
"11654",14448,4,19,1988,11,"DM","F",37,45
"11655",14449,4,19,1988,3,"PP","M",23,22
"11656",14450,4,19,1988,6,"PE","F",20,30
"11657",14451,5,14,1988,20,"PM","M",21,23
"11658",14452,5,14,1988,12,"PE","M",19,14
"11659",14453,5,14,1988,20,"NL","F",31,165
"11660",14454,5,14,1988,12,"DO","F",36,53
"11661",14455,5,14,1988,1,"DM","M",37,45
"11662",14456,5,14,1988,21,"SH","F",25,75
"11663",14457,5,14,1988,6,"DM","F",36,44
"11664",14459,5,14,1988,12,"DO","F",36,55
"11665",14460,5,14,1988,12,"DO","M",36,43
"11666",14462,5,14,1988,12,"DO","M",37,45
"11667",14463,5,14,1988,22,"DM","M",35,47
"11668",14464,5,14,1988,1,"DM","M",36,46
"11669",14465,5,14,1988,1,"DS","F",50,116
"11670",14467,5,14,1988,17,"OT","F",19,29
"11671",14468,5,14,1988,17,"DO","M",36,52
"11672",14469,5,14,1988,22,"DS","M",53,118
"11673",14470,5,14,1988,12,"DM","M",36,45
"11674",14471,5,14,1988,19,"PP","F",22,15
"11675",14472,5,14,1988,20,"PE","F",20,14
"11676",14473,5,14,1988,1,"DS","F",49,82
"11677",14474,5,14,1988,1,"DM","M",37,43
"11678",14475,5,14,1988,19,"OT","F",20,27
"11679",14476,5,14,1988,17,"SH","M",26,96
"11680",14477,5,14,1988,6,"DM","M",37,32
"11681",14478,5,14,1988,20,"PE","F",21,27
"11682",14479,5,14,1988,17,"NL","F",33,177
"11683",14480,5,14,1988,17,"DO","M",34,59
"11684",14481,5,14,1988,6,"PE","F",21,22
"11685",14486,5,15,1988,4,"DM","F",37,42
"11686",14487,5,15,1988,11,"PP","M",23,20
"11687",14488,5,15,1988,3,"SH","F",27,108
"11688",14490,5,15,1988,3,"PP","M",24,22
"11689",14491,5,15,1988,2,"DM","F",37,48
"11690",14492,5,15,1988,4,"DM","M",37,50
"11691",14493,5,15,1988,15,"NL","M",33,105
"11692",14494,5,15,1988,4,"DM","F",35,32
"11693",14495,5,15,1988,9,"NL","F",31,112
"11694",14496,5,15,1988,9,"DM","F",34,43
"11695",14497,5,15,1988,11,"DM","M",32,26
"11696",14498,5,15,1988,15,"PE","F",20,12
"11697",14499,5,15,1988,9,"DO","M",33,52
"11698",14500,5,15,1988,11,"DM","F",35,39
"11699",14502,5,15,1988,8,"DO","F",36,35
"11700",14503,5,15,1988,8,"DO","F",37,50
"11701",14504,5,15,1988,11,"DM","M",39,47
"11702",14505,5,15,1988,8,"DS","M",53,155
"11703",14507,5,15,1988,14,"DM","M",37,45
"11704",14508,5,15,1988,3,"RM","F",17,14
"11705",14509,5,15,1988,4,"DS","M",53,135
"11706",14510,5,15,1988,8,"DM","M",35,44
"11707",14511,5,15,1988,3,"PP","F",24,24
"11708",14513,5,15,1988,2,"DO","M",36,51
"11709",14514,5,15,1988,11,"DM","M",36,25
"11710",14515,5,15,1988,2,"DO","F",36,54
"11711",14516,5,15,1988,2,"PE","F",22,25
"11712",14517,5,15,1988,8,"DM","F",37,44
"11713",14518,5,15,1988,8,"DM","M",37,50
"11714",14519,5,15,1988,9,"PM","F",21,21
"11715",14520,5,15,1988,8,"PE","M",20,14
"11716",14521,5,15,1988,2,"OT","F",20,30
"11717",14522,5,15,1988,9,"PE","F",20,29
"11718",14523,5,15,1988,7,"RM","M",16,11
"11719",14524,5,15,1988,8,"NL","F",33,178
"11720",14525,5,15,1988,14,"DM","F",37,55
"11721",14526,5,15,1988,3,"PP","M",21,19
"11722",14527,5,15,1988,4,"DS","F",53,105
"11723",14530,5,15,1988,11,"DM","F",37,42
"11724",14531,5,15,1988,4,"DM","M",36,45
"11725",14533,5,15,1988,15,"OT","M",21,25
"11726",14534,5,15,1988,9,"DM","M",37,47
"11727",14535,5,15,1988,8,"DM","F",37,50
"11728",14536,5,15,1988,14,"DO","F",35,56
"11729",14537,5,15,1988,5,"PE","M",21,17
"11730",14538,5,15,1988,13,"PE","M",21,21
"11731",14539,5,15,1988,7,"NL","M",32,133
"11732",14540,5,15,1988,2,"DM","M",36,48
"11733",14541,6,11,1988,6,"PE","M",21,13
"11734",14542,6,11,1988,12,"DO","M",37,44
"11735",14543,6,11,1988,1,"NL","M",33,174
"11736",14544,6,11,1988,19,"OT","M",21,23
"11737",14545,6,11,1988,23,"PE","F",22,27
"11738",14546,6,11,1988,17,"DO","M",37,24
"11739",14547,6,11,1988,24,"NL","F",35,220
"11740",14548,6,11,1988,18,"OT","M",20,15
"11741",14549,6,11,1988,20,"NL","M",34,126
"11742",14550,6,11,1988,16,"RM","M",19,12
"11743",14551,6,11,1988,21,"NL","F",32,32
"11744",14552,6,11,1988,23,"RM","M",21,9
"11745",14553,6,11,1988,1,"DM","M",37,47
"11746",14555,6,11,1988,24,"PE","M",21,22
"11747",14556,6,11,1988,1,"DS","M",50,88
"11748",14557,6,11,1988,12,"DO","M",37,46
"11749",14558,6,11,1988,12,"DO","F",36,49
"11750",14560,6,11,1988,20,"PE","M",21,21
"11751",14561,6,11,1988,12,"PE","M",21,19
"11752",14562,6,11,1988,22,"DM","M",37,46
"11753",14563,6,11,1988,12,"DM","M",37,45
"11754",14564,6,11,1988,18,"PM","F",21,26
"11755",14565,6,11,1988,22,"DS","F",53,97
"11756",14566,6,11,1988,16,"RM","F",18,11
"11757",14567,6,11,1988,20,"NL","F",33,191
"11758",14568,6,11,1988,21,"RM","F",16,9
"11759",14569,6,11,1988,20,"PE","F",21,30
"11760",14570,6,11,1988,23,"RM","F",16,10
"11761",14571,6,11,1988,17,"DO","M",37,59
"11762",14572,6,11,1988,22,"PE","F",21,19
"11763",14573,6,11,1988,16,"PE","F",20,20
"11764",14575,6,11,1988,1,"DS","F",50,115
"11765",14576,6,11,1988,1,"DM","M",37,45
"11766",14577,6,11,1988,20,"OT","F",20,28
"11767",14578,6,11,1988,12,"DM","M",36,48
"11768",14579,6,11,1988,22,"DM","M",40,42
"11769",14580,6,11,1988,19,"PP","F",23,20
"11770",14581,6,11,1988,24,"PE","F",20,36
"11771",14582,6,11,1988,6,"PE","M",20,14
"11772",14583,6,11,1988,12,"DO","F",37,54
"11773",14584,6,11,1988,21,"SH","F",27,98
"11774",14585,6,11,1988,6,"PP","M",22,22
"11775",14586,6,11,1988,22,"OT","M",21,20
"11776",14588,6,12,1988,14,"DM","M",40,52
"11777",14590,6,12,1988,3,"OT","M",20,20
"11778",14593,6,12,1988,11,"PE","F",20,26
"11779",14594,6,12,1988,11,"DM","M",39,43
"11780",14595,6,12,1988,8,"NL","F",34,172
"11781",14596,6,12,1988,3,"PE","F",21,25
"11782",14597,6,12,1988,4,"OL","M",21,37
"11783",14598,6,12,1988,4,"DM","M",37,49
"11784",14600,6,12,1988,8,"DS","M",54,141
"11785",14601,6,12,1988,3,"PP","F",22,23
"11786",14602,6,12,1988,11,"OL","F",20,35
"11787",14603,6,12,1988,2,"DM","F",38,41
"11788",14604,6,12,1988,3,"PP","M",23,22
"11789",14605,6,12,1988,4,"DS","M",52,135
"11790",14606,6,12,1988,14,"NL","M",35,100
"11791",14607,6,12,1988,4,"OL","F",22,32
"11792",14608,6,12,1988,3,"RM","F",20,10
"11793",14609,6,12,1988,5,"PP","M",22,22
"11794",14610,6,12,1988,3,"RF","F",20,15
"11795",14611,6,12,1988,8,"DM","F",37,45
"11796",14612,6,12,1988,3,"RM","M",17,11
"11797",14613,6,12,1988,11,"DM","M",37,34
"11798",14614,6,12,1988,8,"DM","M",38,43
"11799",14615,6,12,1988,8,"DO","F",37,40
"11800",14616,6,12,1988,14,"DM","F",36,49
"11801",14617,6,12,1988,7,"RM","M",19,10
"11802",14618,6,12,1988,5,"PE","M",20,16
"11803",14619,6,12,1988,11,"SH","M",30,99
"11804",14620,6,12,1988,9,"DM","M",37,51
"11805",14621,6,12,1988,11,"PP","F",21,19
"11806",14623,6,12,1988,14,"DM","M",36,45
"11807",14624,6,12,1988,2,"PE","M",20,14
"11808",14625,6,12,1988,14,"NL","F",34,195
"11809",14626,6,12,1988,9,"DM","M",37,50
"11810",14627,6,12,1988,7,"RM","F",17,15
"11811",14628,6,12,1988,5,"PP","F",22,24
"11812",14629,6,12,1988,5,"OT","F",20,24
"11813",14630,6,12,1988,2,"PE","M",20,18
"11814",14631,6,12,1988,8,"DM","F",37,54
"11815",14633,6,12,1988,13,"PE","F",21,30
"11816",14634,6,12,1988,8,"NL","F",31,100
"11817",14635,6,12,1988,8,"DM","M",38,30
"11818",14636,6,12,1988,2,"DO","M",35,51
"11819",14637,6,12,1988,9,"DM","M",37,48
"11820",14638,6,12,1988,4,"DM","M",37,46
"11821",14639,6,12,1988,9,"DM","F",37,56
"11822",14640,6,12,1988,15,"NL","M",31,148
"11823",14641,6,12,1988,13,"PE","M",20,22
"11824",14642,6,12,1988,8,"DM","M",39,49
"11825",14643,6,12,1988,4,"DS","F",51,110
"11826",14644,6,12,1988,11,"DM","F",37,38
"11827",14645,6,12,1988,9,"DM","F",37,41
"11828",14646,6,12,1988,2,"NL","F",34,148
"11829",14647,6,12,1988,11,"DM","F",37,52
"11830",14648,6,12,1988,5,"PE","F",21,16
"11831",14649,6,12,1988,8,"DM","F",36,46
"11832",14650,6,12,1988,3,"PP","F",24,13
"11833",14651,6,12,1988,11,"DM","F",36,28
"11834",14652,7,14,1988,22,"DM","M",38,45
"11835",14653,7,14,1988,24,"PE","F",22,24
"11836",14654,7,14,1988,23,"RM","M",17,11
"11837",14655,7,14,1988,24,"NL","F",33,176
"11838",14656,7,14,1988,18,"OT","F",21,28
"11839",14657,7,14,1988,17,"DM","M",36,32
"11840",14658,7,14,1988,24,"NL","M",34,230
"11841",14659,7,14,1988,12,"NL","F",33,133
"11842",14660,7,14,1988,12,"DO","M",35,49
"11843",14661,7,14,1988,12,"RM","M",17,11
"11844",14662,7,14,1988,12,"DO","F",35,49
"11845",14663,7,14,1988,24,"NL","M",33,145
"11846",14664,7,14,1988,17,"DO","M",35,60
"11847",14665,7,14,1988,24,"PE","F",19,33
"11848",14666,7,14,1988,6,"PP","F",18,21
"11849",14667,7,14,1988,19,"PM","M",21,18
"11850",14668,7,14,1988,23,"OL","F",20,34
"11851",14669,7,14,1988,1,"DM","M",35,45
"11852",14670,7,14,1988,12,"DM","M",37,44
"11853",14671,7,14,1988,20,"NL","F",33,173
"11854",14672,7,14,1988,21,"SH","F",28,80
"11855",14673,7,14,1988,17,"PE","M",21,16
"11856",14674,7,14,1988,20,"PE","F",21,33
"11857",14675,7,14,1988,1,"NL","M",34,223
"11858",14676,7,14,1988,24,"PE","M",21,20
"11859",14677,7,14,1988,6,"PP","F",22,21
"11860",14678,7,14,1988,22,"DS","F",49,103
"11861",14679,7,14,1988,18,"PM","F",18,25
"11862",14680,7,14,1988,17,"OT","M",19,22
"11863",14682,7,14,1988,1,"DM","M",37,42
"11864",14683,7,14,1988,23,"OT","M",19,24
"11865",14684,7,14,1988,23,"PE","M",19,17
"11866",14685,7,14,1988,20,"PE","M",20,20
"11867",14686,7,14,1988,12,"DO","F",37,52
"11868",14687,7,14,1988,23,"PE","F",18,21
"11869",14688,7,14,1988,1,"DM","M",37,46
"11870",14689,7,14,1988,6,"PP","M",23,23
"11871",14691,7,14,1988,17,"SH","M",27,62
"11872",14692,7,14,1988,23,"RM","F",16,8
"11873",14693,7,14,1988,17,"DO","M",37,59
"11874",14695,7,15,1988,14,"DM","F",37,45
"11875",14696,7,15,1988,11,"PP","F",20,18
"11876",14697,7,15,1988,2,"DM","F",37,42
"11877",14698,7,15,1988,15,"NL","F",33,143
"11878",14699,7,15,1988,7,"PE","M",18,16
"11879",14700,7,15,1988,11,"DM","M",36,37
"11880",14701,7,15,1988,15,"PE","F",21,21
"11881",14702,7,15,1988,15,"NL","M",34,180
"11882",14703,7,15,1988,9,"DO","F",35,61
"11883",14704,7,15,1988,4,"DM","M",32,50
"11884",14705,7,15,1988,4,"DM","F",37,37
"11885",14706,7,15,1988,8,"DM","F",39,48
"11886",14707,7,15,1988,4,"DS","M",54,145
"11887",14708,7,15,1988,9,"DM","M",38,52
"11888",14709,7,15,1988,8,"DO","F",37,55
"11889",14710,7,15,1988,9,"DM","F",37,41
"11890",14712,7,15,1988,8,"DM","M",36,43
"11891",14713,7,15,1988,2,"DO","M",32,50
"11892",14714,7,15,1988,14,"DM","F",33,20
"11893",14715,7,15,1988,11,"DM","M",36,44
"11894",14716,7,15,1988,3,"PP","F",24,22
"11895",14717,7,15,1988,5,"PP","M",24,21
"11896",14718,7,15,1988,11,"NL","F",33,137
"11897",14719,7,15,1988,9,"OL","F",23,37
"11898",14720,7,15,1988,14,"DM","M",35,45
"11899",14721,7,15,1988,4,"NL","M",33,126
"11900",14722,7,15,1988,11,"OT","M",21,22
"11901",14723,7,15,1988,8,"DM","F",35,43
"11902",14724,7,15,1988,9,"DM","F",36,42
"11903",14725,7,15,1988,13,"OL","M",21,30
"11904",14726,7,15,1988,4,"DM","M",35,45
"11905",14727,7,15,1988,13,"PE","M",22,24
"11906",14728,7,15,1988,14,"NL","M",33,90
"11907",14729,7,15,1988,8,"DS","M",52,160
"11908",14730,7,15,1988,4,"DS","F",53,97
"11909",14731,7,15,1988,11,"DM","F",36,45
"11910",14732,7,15,1988,3,"PP","M",24,18
