stud.id,semester,major,minor,math_score,statistics_score,math_grade,statistics_grade
705492,5th,Biology,Social Sciences,75,82,g. 07,g. 07
822075,5th,Environmental Sciences,Biology,67,75,g. 04,g. 04
645665,3rd,Environmental Sciences,Political Science,66,72,g. 04,g. 04
367512,4th,Environmental Sciences,Biology,72,72,g. 07,g. 07
822610,6th,Environmental Sciences,Mathematics and Statistics,66,71,g. 04,g. 04
778657,3rd,Environmental Sciences,Mathematics and Statistics,70,69,g. 07,g. 12
320942,6th,Political Science,Biology,54,64,g. 02,g. 02
201379,4th,Social Sciences,Economics and Finance,50,41,g. 02,g. 12
561851,4th,Environmental Sciences,Mathematics and Statistics,71,70,g. 07,g. 07
834857,4th,Economics and Finance,Social Sciences,68,69,g. 04,g. 04
901025,3rd,Environmental Sciences,Economics and Finance,68,71,g. 04,g. 04
140007,3rd,Economics and Finance,Social Sciences,60,55,g. 04,g. 12
532868,3rd,Social Sciences,Political Science,47,42,g. 00,g. 00
658578,4th,Economics and Finance,Political Science,57,61,g. 02,g. 02
720399,4th,Mathematics and Statistics,Political Science,87,89,g. 10,g. 10
296239,3rd,Economics and Finance,Social Sciences,66,70,g. 04,g. 04
845784,5th,Mathematics and Statistics,Social Sciences,85,94,g. 10,g. 10
117366,3rd,Political Science,Environmental Sciences,52,54,g. 02,g. 02
686659,3rd,Environmental Sciences,Biology,73,72,g. 07,g. 07
473274,4th,Environmental Sciences,Political Science,63,76,g. 04,g. 04
632700,5th,Mathematics and Statistics,Political Science,87,87,g. 10,g. 10
717422,3rd,Mathematics and Statistics,Biology,87,90,g. 10,g. 10
811878,3rd,Environmental Sciences,Biology,69,71,g. 04,g. 04
868604,4th,Economics and Finance,Social Sciences,62,64,g. 04,g. 04
422951,6th,Political Science,Social Sciences,60,57,g. 04,g. 12
722299,3rd,Political Science,Social Sciences,53,52,g. 02,g. 02
930007,3rd,Environmental Sciences,Economics and Finance,75,77,g. 07,g. 07
777046,5th,Mathematics and Statistics,Political Science,86,79,g. 10,g. 12
361025,6th,Environmental Sciences,Social Sciences,64,79,g. 04,g. 04
955537,6th,Environmental Sciences,Economics and Finance,74,74,g. 07,g. 07
800509,>6th,Political Science,Economics and Finance,57,61,g. 02,g. 02
200553,6th,Political Science,Social Sciences,52,43,g. 02,g. 12
940371,3rd,Political Science,Mathematics and Statistics,53,57,g. 02,g. 02
380082,5th,Economics and Finance,Mathematics and Statistics,67,69,g. 04,g. 04
531715,3rd,Political Science,Environmental Sciences,51,56,g. 02,g. 02
868569,5th,Economics and Finance,Environmental Sciences,65,72,g. 04,g. 04
615548,4th,Environmental Sciences,Biology,74,70,g. 07,g. 07
406106,3rd,Environmental Sciences,Biology,75,75,g. 07,g. 07
255816,3rd,Mathematics and Statistics,Biology,89,87,g. 10,g. 10
207171,3rd,Biology,Social Sciences,70,77,g. 07,g. 07
931342,3rd,Mathematics and Statistics,Social Sciences,90,90,g. 12,g. 12
136344,3rd,Environmental Sciences,Political Science,70,72,g. 07,g. 07
543854,3rd,Biology,Mathematics and Statistics,79,77,g. 07,g. 07
913241,4th,Social Sciences,Biology,43,47,g. 00,g. 00
946554,4th,Economics and Finance,Mathematics and Statistics,64,74,g. 04,g. 04
554892,4th,Political Science,Social Sciences,56,52,g. 02,g. 02
246679,6th,Social Sciences,Mathematics and Statistics,47,38,g. 00,g. 00
963345,5th,Economics and Finance,Environmental Sciences,63,67,g. 04,g. 04
142071,3rd,Political Science,Mathematics and Statistics,68,53,g. 04,g. 12
256976,3rd,Economics and Finance,Mathematics and Statistics,66,67,g. 04,g. 04
692212,3rd,Social Sciences,Economics and Finance,36,59,g. 00,g. 00
532267,4th,Social Sciences,Environmental Sciences,46,39,g. 00,g. 00
340693,3rd,Political Science,Mathematics and Statistics,56,59,g. 02,g. 02
273197,5th,Biology,Economics and Finance,73,78,g. 07,g. 07
650635,4th,Social Sciences,Biology,53,53,g. 02,g. 02
728099,3rd,Environmental Sciences,Biology,74,69,g. 07,g. 12
783666,>6th,Biology,Social Sciences,81,71,g. 10,g. 12
423584,3rd,Political Science,Economics and Finance,65,63,g. 04,g. 04
140182,3rd,Biology,Mathematics and Statistics,75,83,g. 07,g. 07
822135,5th,Social Sciences,Environmental Sciences,36,39,g. 00,g. 00
647244,5th,Biology,Mathematics and Statistics,72,77,g. 07,g. 07
562380,3rd,Economics and Finance,Social Sciences,69,75,g. 04,g. 04
279831,6th,Mathematics and Statistics,Political Science,95,95,g. 12,g. 12
650120,4th,Social Sciences,Political Science,42,47,g. 00,g. 00
917474,>6th,Environmental Sciences,Political Science,74,72,g. 07,g. 07
840834,5th,Environmental Sciences,Mathematics and Statistics,60,68,g. 04,g. 04
114970,3rd,Political Science,Environmental Sciences,58,50,g. 02,g. 02
432464,3rd,Political Science,Social Sciences,56,52,g. 02,g. 02
486376,5th,Economics and Finance,Political Science,55,66,g. 02,g. 02
677437,>6th,Economics and Finance,Political Science,71,67,g. 07,g. 12
453979,3rd,Biology,Mathematics and Statistics,81,71,g. 10,g. 12
613201,5th,Economics and Finance,Social Sciences,65,64,g. 04,g. 04
584939,4th,Mathematics and Statistics,Political Science,86,92,g. 10,g. 10
345388,5th,Biology,Social Sciences,77,83,g. 07,g. 07
714747,6th,Environmental Sciences,Political Science,70,79,g. 07,g. 07
201484,4th,Political Science,Social Sciences,62,63,g. 04,g. 04
139866,3rd,Mathematics and Statistics,Social Sciences,86,92,g. 10,g. 10
634784,5th,Political Science,Environmental Sciences,60,54,g. 04,g. 12
360012,6th,Environmental Sciences,Political Science,75,76,g. 07,g. 07
391861,4th,Social Sciences,Mathematics and Statistics,40,44,g. 00,g. 00
359279,3rd,Social Sciences,Political Science,46,55,g. 00,g. 00
384797,4th,Economics and Finance,Biology,65,72,g. 04,g. 04
262465,4th,Mathematics and Statistics,Biology,92,89,g. 12,g. 12
174303,4th,Biology,Mathematics and Statistics,63,76,g. 04,g. 04
634243,>6th,Mathematics and Statistics,Environmental Sciences,86,91,g. 10,g. 10
252149,4th,Social Sciences,Environmental Sciences,44,46,g. 00,g. 00
285957,4th,Biology,Political Science,75,74,g. 07,g. 07
982296,>6th,Environmental Sciences,Mathematics and Statistics,71,79,g. 07,g. 07
793144,3rd,Economics and Finance,Mathematics and Statistics,76,54,g. 07,g. 12
227409,4th,Economics and Finance,Social Sciences,57,69,g. 02,g. 02
906012,5th,Political Science,Economics and Finance,59,59,g. 02,g. 02
872801,4th,Environmental Sciences,Political Science,66,68,g. 04,g. 04
545422,3rd,Biology,Social Sciences,78,79,g. 07,g. 07
895453,3rd,Biology,Social Sciences,75,82,g. 07,g. 07
958763,3rd,Social Sciences,Environmental Sciences,40,47,g. 00,g. 00
327879,4th,Political Science,Social Sciences,53,49,g. 02,g. 12
555549,5th,Mathematics and Statistics,Economics and Finance,85,87,g. 10,g. 10
339272,4th,Biology,Economics and Finance,73,81,g. 07,g. 07
325214,4th,Economics and Finance,Political Science,67,67,g. 04,g. 04
280259,3rd,Social Sciences,Biology,47,35,g. 00,g. 00
977390,4th,Biology,Environmental Sciences,80,82,g. 10,g. 10
711687,4th,Environmental Sciences,Mathematics and Statistics,68,76,g. 04,g. 04
611405,5th,Environmental Sciences,Political Science,73,65,g. 07,g. 12
120817,3rd,Environmental Sciences,Mathematics and Statistics,75,77,g. 07,g. 07
405800,4th,Environmental Sciences,Economics and Finance,71,71,g. 07,g. 07
209446,4th,Mathematics and Statistics,Social Sciences,87,89,g. 10,g. 10
766192,4th,Mathematics and Statistics,Economics and Finance,88,88,g. 10,g. 10
794953,>6th,Environmental Sciences,Biology,71,78,g. 07,g. 07
267472,3rd,Social Sciences,Biology,50,37,g. 02,g. 12
615076,4th,Biology,Environmental Sciences,79,77,g. 07,g. 07
902317,3rd,Mathematics and Statistics,Biology,91,93,g. 12,g. 12
974275,4th,Environmental Sciences,Economics and Finance,79,81,g. 07,g. 07
602785,3rd,Political Science,Social Sciences,53,61,g. 02,g. 02
172423,3rd,Environmental Sciences,Economics and Finance,77,82,g. 07,g. 07
215497,3rd,Economics and Finance,Political Science,63,60,g. 04,g. 04
537654,3rd,Environmental Sciences,Social Sciences,75,67,g. 07,g. 12
826279,4th,Biology,Environmental Sciences,78,74,g. 07,g. 07
791700,3rd,Political Science,Mathematics and Statistics,52,58,g. 02,g. 02
640827,4th,Political Science,Social Sciences,60,56,g. 04,g. 12
920652,3rd,Biology,Political Science,72,82,g. 07,g. 07
270828,4th,Social Sciences,Biology,45,43,g. 00,g. 00
778497,5th,Political Science,Economics and Finance,49,51,g. 00,g. 00
812921,5th,Environmental Sciences,Economics and Finance,76,75,g. 07,g. 07
429789,6th,Social Sciences,Biology,52,44,g. 02,g. 12
790522,3rd,Environmental Sciences,Mathematics and Statistics,70,79,g. 07,g. 07
516297,>6th,Social Sciences,Political Science,52,45,g. 02,g. 12
335804,3rd,Biology,Political Science,79,80,g. 07,g. 07
371542,6th,Economics and Finance,Environmental Sciences,67,74,g. 04,g. 04
320418,4th,Social Sciences,Economics and Finance,45,49,g. 00,g. 00
741109,3rd,Social Sciences,Mathematics and Statistics,48,36,g. 00,g. 00
535973,3rd,Political Science,Mathematics and Statistics,63,53,g. 04,g. 12
122066,3rd,Environmental Sciences,Political Science,65,72,g. 04,g. 04
658949,5th,Political Science,Biology,55,60,g. 02,g. 02
947765,6th,Economics and Finance,Environmental Sciences,69,66,g. 04,g. 04
945620,3rd,Political Science,Economics and Finance,52,53,g. 02,g. 02
717974,5th,Economics and Finance,Political Science,72,69,g. 07,g. 12
274982,4th,Biology,Environmental Sciences,74,75,g. 07,g. 07
493552,4th,Biology,Social Sciences,80,73,g. 10,g. 12
317925,6th,Biology,Economics and Finance,72,77,g. 07,g. 07
614501,3rd,Biology,Economics and Finance,78,81,g. 07,g. 07
725966,3rd,Biology,Environmental Sciences,78,75,g. 07,g. 07
226389,6th,Biology,Economics and Finance,78,78,g. 07,g. 07
868909,>6th,Political Science,Biology,60,64,g. 04,g. 04
407033,4th,Social Sciences,Mathematics and Statistics,53,56,g. 02,g. 02
229811,4th,Biology,Political Science,81,82,g. 10,g. 10
329155,6th,Mathematics and Statistics,Political Science,89,75,g. 10,g. 12
237879,5th,Economics and Finance,Biology,60,66,g. 04,g. 04
250523,6th,Economics and Finance,Environmental Sciences,71,64,g. 07,g. 12
712104,4th,Environmental Sciences,Mathematics and Statistics,71,72,g. 07,g. 07
145419,4th,Political Science,Biology,54,54,g. 02,g. 02
597265,5th,Environmental Sciences,Mathematics and Statistics,66,74,g. 04,g. 04
378383,5th,Economics and Finance,Environmental Sciences,65,67,g. 04,g. 04
767924,4th,Mathematics and Statistics,Biology,90,91,g. 12,g. 12
649884,4th,Political Science,Social Sciences,52,58,g. 02,g. 02
910694,3rd,Political Science,Social Sciences,52,57,g. 02,g. 02
842519,4th,Economics and Finance,Biology,77,62,g. 07,g. 12
134026,5th,Environmental Sciences,Political Science,69,71,g. 04,g. 04
869571,3rd,Environmental Sciences,Economics and Finance,81,71,g. 10,g. 12
816044,4th,Environmental Sciences,Mathematics and Statistics,68,72,g. 04,g. 04
255219,6th,Political Science,Mathematics and Statistics,50,53,g. 02,g. 02
166604,5th,Social Sciences,Economics and Finance,38,52,g. 00,g. 00
277077,3rd,Environmental Sciences,Political Science,63,71,g. 04,g. 04
749377,>6th,Social Sciences,Biology,45,41,g. 00,g. 00
960067,3rd,Economics and Finance,Social Sciences,67,69,g. 04,g. 04
828306,4th,Political Science,Economics and Finance,45,64,g. 00,g. 00
522622,5th,Political Science,Economics and Finance,56,50,g. 02,g. 02
436421,>6th,Political Science,Social Sciences,50,55,g. 02,g. 02
945998,5th,Mathematics and Statistics,Political Science,85,87,g. 10,g. 10
522602,5th,Social Sciences,Political Science,39,32,g. 00,g. 00
535044,>6th,Environmental Sciences,Biology,72,78,g. 07,g. 07
697714,3rd,Environmental Sciences,Political Science,70,70,g. 07,g. 07
886201,3rd,Mathematics and Statistics,Environmental Sciences,90,94,g. 12,g. 12
700474,4th,Mathematics and Statistics,Economics and Finance,91,92,g. 12,g. 12
168624,4th,Mathematics and Statistics,Political Science,85,92,g. 10,g. 10
347805,3rd,Mathematics and Statistics,Environmental Sciences,89,93,g. 10,g. 10
205568,3rd,Economics and Finance,Political Science,70,70,g. 07,g. 07
543972,4th,Social Sciences,Environmental Sciences,46,38,g. 00,g. 00
835546,3rd,Social Sciences,Economics and Finance,45,50,g. 00,g. 00
920401,5th,Economics and Finance,Environmental Sciences,74,66,g. 07,g. 12
460462,6th,Environmental Sciences,Mathematics and Statistics,68,71,g. 04,g. 04
122325,3rd,Political Science,Biology,65,76,g. 04,g. 04
919680,3rd,Political Science,Mathematics and Statistics,58,55,g. 02,g. 02
156867,>6th,Biology,Social Sciences,76,72,g. 07,g. 07
596321,4th,Biology,Mathematics and Statistics,77,81,g. 07,g. 07
397168,5th,Environmental Sciences,Economics and Finance,75,69,g. 07,g. 12
180209,5th,Social Sciences,Political Science,46,42,g. 00,g. 00
425337,6th,Environmental Sciences,Mathematics and Statistics,70,73,g. 07,g. 07
717973,6th,Environmental Sciences,Social Sciences,67,70,g. 04,g. 04
530190,3rd,Mathematics and Statistics,Biology,89,93,g. 10,g. 10
511564,6th,Political Science,Social Sciences,54,62,g. 02,g. 02
159638,3rd,Social Sciences,Biology,49,51,g. 00,g. 00
878768,4th,Biology,Mathematics and Statistics,77,76,g. 07,g. 07
445020,>6th,Environmental Sciences,Biology,72,75,g. 07,g. 07
322758,6th,Environmental Sciences,Biology,69,72,g. 04,g. 04
676722,6th,Political Science,Biology,58,55,g. 02,g. 02
886426,4th,Political Science,Economics and Finance,52,55,g. 02,g. 02
920111,5th,Mathematics and Statistics,Social Sciences,85,88,g. 10,g. 10
331451,4th,Economics and Finance,Biology,63,71,g. 04,g. 04
924918,4th,Biology,Mathematics and Statistics,87,78,g. 10,g. 12
294853,5th,Social Sciences,Economics and Finance,43,44,g. 00,g. 00
611012,6th,Economics and Finance,Biology,65,69,g. 04,g. 04
779922,3rd,Political Science,Social Sciences,53,60,g. 02,g. 02
848175,>6th,Economics and Finance,Biology,67,70,g. 04,g. 04
601726,4th,Mathematics and Statistics,Political Science,88,84,g. 10,g. 10
141477,6th,Political Science,Economics and Finance,58,58,g. 02,g. 02
874605,6th,Social Sciences,Economics and Finance,49,46,g. 00,g. 00
723202,3rd,Mathematics and Statistics,Environmental Sciences,89,87,g. 10,g. 10
263722,4th,Biology,Political Science,74,77,g. 07,g. 07
883714,3rd,Economics and Finance,Mathematics and Statistics,62,79,g. 04,g. 04
524501,3rd,Mathematics and Statistics,Political Science,88,92,g. 10,g. 10
391672,3rd,Environmental Sciences,Political Science,68,75,g. 04,g. 04
627765,6th,Biology,Environmental Sciences,81,79,g. 10,g. 12
411602,6th,Political Science,Economics and Finance,54,56,g. 02,g. 02
237621,6th,Environmental Sciences,Biology,80,76,g. 10,g. 12
732493,6th,Mathematics and Statistics,Social Sciences,94,88,g. 12,g. 12
762459,4th,Environmental Sciences,Economics and Finance,70,70,g. 07,g. 07
239499,4th,Social Sciences,Environmental Sciences,46,44,g. 00,g. 00
165922,4th,Environmental Sciences,Social Sciences,74,78,g. 07,g. 07
382523,4th,Biology,Mathematics and Statistics,81,76,g. 10,g. 12
491459,4th,Biology,Environmental Sciences,76,80,g. 07,g. 07
621296,6th,Biology,Environmental Sciences,68,78,g. 04,g. 04
454376,4th,Environmental Sciences,Mathematics and Statistics,78,75,g. 07,g. 07
533082,3rd,Social Sciences,Economics and Finance,43,47,g. 00,g. 00
488564,3rd,Social Sciences,Political Science,39,45,g. 00,g. 00
113311,4th,Mathematics and Statistics,Environmental Sciences,86,85,g. 10,g. 10
536914,3rd,Political Science,Mathematics and Statistics,53,49,g. 02,g. 12
391056,3rd,Social Sciences,Environmental Sciences,40,45,g. 00,g. 00
294858,6th,Biology,Environmental Sciences,80,82,g. 10,g. 10
213142,6th,Environmental Sciences,Biology,74,75,g. 07,g. 07
875172,4th,Biology,Environmental Sciences,84,80,g. 10,g. 10
502034,4th,Mathematics and Statistics,Environmental Sciences,90,92,g. 12,g. 12
737702,5th,Mathematics and Statistics,Social Sciences,88,89,g. 10,g. 10
513397,4th,Environmental Sciences,Economics and Finance,73,83,g. 07,g. 07
662190,6th,Political Science,Biology,51,59,g. 02,g. 02
314251,3rd,Mathematics and Statistics,Social Sciences,88,86,g. 10,g. 10
485818,3rd,Mathematics and Statistics,Environmental Sciences,85,94,g. 10,g. 10
887428,6th,Biology,Political Science,69,81,g. 04,g. 04
235694,6th,Mathematics and Statistics,Social Sciences,91,89,g. 12,g. 12
217891,3rd,Environmental Sciences,Economics and Finance,74,78,g. 07,g. 07
285533,6th,Environmental Sciences,Biology,64,71,g. 04,g. 04
860567,3rd,Political Science,Social Sciences,56,62,g. 02,g. 02
782022,3rd,Biology,Environmental Sciences,71,78,g. 07,g. 07
985045,3rd,Environmental Sciences,Economics and Finance,79,71,g. 07,g. 07
522651,>6th,Social Sciences,Biology,47,48,g. 00,g. 00
678552,5th,Economics and Finance,Social Sciences,61,69,g. 04,g. 04
116553,4th,Mathematics and Statistics,Economics and Finance,87,93,g. 10,g. 10
463353,>6th,Economics and Finance,Social Sciences,67,70,g. 04,g. 04
913928,4th,Political Science,Economics and Finance,63,60,g. 04,g. 04
402499,5th,Mathematics and Statistics,Economics and Finance,84,87,g. 10,g. 10
974296,5th,Environmental Sciences,Political Science,78,76,g. 07,g. 07
457692,5th,Economics and Finance,Mathematics and Statistics,69,66,g. 04,g. 04
259931,6th,Social Sciences,Political Science,50,41,g. 02,g. 12
724713,3rd,Biology,Social Sciences,84,82,g. 10,g. 10
339690,6th,Biology,Social Sciences,74,73,g. 07,g. 07
561622,3rd,Social Sciences,Biology,42,46,g. 00,g. 00
219898,3rd,Mathematics and Statistics,Biology,87,91,g. 10,g. 10
828907,3rd,Environmental Sciences,Economics and Finance,75,65,g. 07,g. 12
224653,4th,Biology,Environmental Sciences,77,74,g. 07,g. 07
743476,>6th,Political Science,Environmental Sciences,61,53,g. 04,g. 12
752496,6th,Economics and Finance,Biology,69,69,g. 04,g. 04
579148,3rd,Mathematics and Statistics,Economics and Finance,90,81,g. 12,g. 12
394104,3rd,Mathematics and Statistics,Biology,91,92,g. 12,g. 12
509640,6th,Mathematics and Statistics,Biology,85,88,g. 10,g. 10
826407,5th,Mathematics and Statistics,Environmental Sciences,91,84,g. 12,g. 12
746554,4th,Political Science,Environmental Sciences,59,54,g. 02,g. 02
309499,>6th,Political Science,Environmental Sciences,54,54,g. 02,g. 02
526104,3rd,Political Science,Environmental Sciences,53,50,g. 02,g. 02
789419,6th,Economics and Finance,Social Sciences,71,70,g. 07,g. 07
846408,3rd,Biology,Mathematics and Statistics,73,78,g. 07,g. 07
966285,>6th,Social Sciences,Political Science,43,50,g. 00,g. 00
559326,4th,Biology,Mathematics and Statistics,73,80,g. 07,g. 07
385753,3rd,Environmental Sciences,Biology,81,70,g. 10,g. 12
513336,6th,Social Sciences,Political Science,43,44,g. 00,g. 00
199087,4th,Economics and Finance,Biology,70,69,g. 07,g. 12
338431,3rd,Political Science,Economics and Finance,53,69,g. 02,g. 02
361470,5th,Mathematics and Statistics,Social Sciences,86,85,g. 10,g. 10
289869,4th,Biology,Mathematics and Statistics,72,85,g. 07,g. 07
810632,6th,Mathematics and Statistics,Environmental Sciences,87,85,g. 10,g. 10
845448,4th,Environmental Sciences,Social Sciences,70,79,g. 07,g. 07
980794,3rd,Biology,Mathematics and Statistics,77,83,g. 07,g. 07
677803,5th,Political Science,Biology,48,50,g. 00,g. 00
402709,3rd,Biology,Social Sciences,88,85,g. 10,g. 10
272096,>6th,Economics and Finance,Political Science,67,64,g. 04,g. 04
753188,3rd,Biology,Political Science,82,81,g. 10,g. 10
467909,6th,Economics and Finance,Political Science,68,63,g. 04,g. 04
814356,3rd,Political Science,Mathematics and Statistics,51,48,g. 02,g. 12
255706,3rd,Political Science,Mathematics and Statistics,52,47,g. 02,g. 12
128775,>6th,Social Sciences,Environmental Sciences,46,55,g. 00,g. 00
746079,3rd,Political Science,Biology,60,53,g. 04,g. 12
113854,3rd,Mathematics and Statistics,Environmental Sciences,88,92,g. 10,g. 10
771984,4th,Biology,Social Sciences,81,82,g. 10,g. 10
230764,3rd,Biology,Economics and Finance,76,74,g. 07,g. 07
258774,5th,Economics and Finance,Social Sciences,75,65,g. 07,g. 12
835619,4th,Environmental Sciences,Mathematics and Statistics,73,74,g. 07,g. 07
575787,3rd,Mathematics and Statistics,Economics and Finance,86,89,g. 10,g. 10
892724,3rd,Biology,Mathematics and Statistics,76,84,g. 07,g. 07
297069,4th,Mathematics and Statistics,Environmental Sciences,86,89,g. 10,g. 10
789912,3rd,Economics and Finance,Political Science,68,75,g. 04,g. 04
646867,3rd,Biology,Political Science,78,85,g. 07,g. 07
861418,3rd,Political Science,Biology,55,50,g. 02,g. 02
156049,3rd,Biology,Political Science,81,77,g. 10,g. 12
840446,3rd,Economics and Finance,Political Science,70,60,g. 07,g. 12
806405,4th,Economics and Finance,Mathematics and Statistics,70,68,g. 07,g. 12
449891,4th,Political Science,Biology,55,54,g. 02,g. 02
850359,3rd,Environmental Sciences,Biology,69,79,g. 04,g. 04
581542,6th,Social Sciences,Mathematics and Statistics,42,44,g. 00,g. 00
932972,5th,Mathematics and Statistics,Social Sciences,87,92,g. 10,g. 10
578326,>6th,Environmental Sciences,Economics and Finance,74,71,g. 07,g. 07
233110,5th,Social Sciences,Economics and Finance,38,42,g. 00,g. 00
810288,3rd,Political Science,Environmental Sciences,49,59,g. 00,g. 00
380796,4th,Social Sciences,Environmental Sciences,47,52,g. 00,g. 00
758545,>6th,Environmental Sciences,Economics and Finance,72,73,g. 07,g. 07
237565,5th,Biology,Political Science,75,80,g. 07,g. 07
195976,4th,Social Sciences,Political Science,48,44,g. 00,g. 00
823859,5th,Environmental Sciences,Economics and Finance,69,69,g. 04,g. 04
541567,>6th,Mathematics and Statistics,Economics and Finance,88,90,g. 10,g. 10
360466,5th,Environmental Sciences,Mathematics and Statistics,82,73,g. 10,g. 12
530661,6th,Mathematics and Statistics,Economics and Finance,89,91,g. 10,g. 10
517832,>6th,Economics and Finance,Mathematics and Statistics,68,67,g. 04,g. 04
850048,3rd,Biology,Economics and Finance,75,84,g. 07,g. 07
157941,3rd,Social Sciences,Economics and Finance,48,53,g. 00,g. 00
660840,5th,Biology,Social Sciences,82,80,g. 10,g. 10
497277,3rd,Mathematics and Statistics,Biology,89,94,g. 10,g. 10
498917,3rd,Political Science,Environmental Sciences,55,58,g. 02,g. 02
629831,>6th,Environmental Sciences,Social Sciences,82,63,g. 10,g. 12
288760,3rd,Biology,Mathematics and Statistics,74,84,g. 07,g. 07
244797,3rd,Mathematics and Statistics,Political Science,89,92,g. 10,g. 10
256759,>6th,Environmental Sciences,Economics and Finance,72,72,g. 07,g. 07
400418,3rd,Environmental Sciences,Mathematics and Statistics,66,69,g. 04,g. 04
681365,4th,Mathematics and Statistics,Biology,86,88,g. 10,g. 10
252864,3rd,Environmental Sciences,Biology,78,74,g. 07,g. 07
599781,5th,Political Science,Environmental Sciences,62,64,g. 04,g. 04
443529,3rd,Environmental Sciences,Political Science,71,65,g. 07,g. 12
193226,5th,Political Science,Environmental Sciences,60,55,g. 04,g. 12
805428,4th,Biology,Environmental Sciences,75,84,g. 07,g. 07
582282,5th,Biology,Political Science,84,77,g. 10,g. 12
247949,5th,Mathematics and Statistics,Environmental Sciences,86,85,g. 10,g. 10
242831,>6th,Biology,Mathematics and Statistics,73,78,g. 07,g. 07
665544,3rd,Environmental Sciences,Mathematics and Statistics,73,76,g. 07,g. 07
111442,4th,Environmental Sciences,Economics and Finance,72,75,g. 07,g. 07
654527,5th,Biology,Mathematics and Statistics,84,75,g. 10,g. 12
664469,3rd,Social Sciences,Environmental Sciences,39,50,g. 00,g. 00
120552,4th,Environmental Sciences,Political Science,76,76,g. 07,g. 07
765821,5th,Environmental Sciences,Biology,75,70,g. 07,g. 07
482774,6th,Biology,Social Sciences,81,76,g. 10,g. 12
201678,5th,Political Science,Economics and Finance,60,64,g. 04,g. 04
303995,4th,Biology,Economics and Finance,69,77,g. 04,g. 04
930302,4th,Mathematics and Statistics,Biology,89,87,g. 10,g. 10
827886,3rd,Mathematics and Statistics,Political Science,89,94,g. 10,g. 10
741097,5th,Mathematics and Statistics,Environmental Sciences,88,89,g. 10,g. 10
421541,4th,Biology,Mathematics and Statistics,80,72,g. 10,g. 12
842862,3rd,Environmental Sciences,Social Sciences,75,72,g. 07,g. 07
111079,3rd,Political Science,Environmental Sciences,50,54,g. 02,g. 02
908850,>6th,Biology,Social Sciences,80,79,g. 10,g. 12
289071,4th,Economics and Finance,Environmental Sciences,63,74,g. 04,g. 04
982853,3rd,Environmental Sciences,Social Sciences,68,78,g. 04,g. 04
661763,6th,Mathematics and Statistics,Political Science,90,90,g. 12,g. 12
665315,3rd,Mathematics and Statistics,Environmental Sciences,88,91,g. 10,g. 10
370856,>6th,Social Sciences,Biology,39,44,g. 00,g. 00
925809,5th,Economics and Finance,Political Science,74,62,g. 07,g. 12
203428,3rd,Biology,Political Science,74,80,g. 07,g. 07
467322,6th,Mathematics and Statistics,Biology,87,93,g. 10,g. 10
373286,4th,Environmental Sciences,Mathematics and Statistics,71,72,g. 07,g. 07
501511,4th,Economics and Finance,Environmental Sciences,65,61,g. 04,g. 04
838973,4th,Economics and Finance,Biology,59,65,g. 02,g. 02
153778,5th,Mathematics and Statistics,Political Science,92,93,g. 12,g. 12
792478,4th,Mathematics and Statistics,Political Science,88,89,g. 10,g. 10
542563,6th,Mathematics and Statistics,Biology,91,87,g. 12,g. 12
912943,6th,Environmental Sciences,Political Science,75,66,g. 07,g. 12
253803,6th,Environmental Sciences,Mathematics and Statistics,67,72,g. 04,g. 04
668525,3rd,Social Sciences,Economics and Finance,39,44,g. 00,g. 00
547241,4th,Mathematics and Statistics,Economics and Finance,91,88,g. 12,g. 12
385506,>6th,Economics and Finance,Social Sciences,72,68,g. 07,g. 12
262132,3rd,Social Sciences,Mathematics and Statistics,47,40,g. 00,g. 00
197837,5th,Biology,Mathematics and Statistics,77,84,g. 07,g. 07
275203,3rd,Mathematics and Statistics,Political Science,89,90,g. 10,g. 10
773726,5th,Economics and Finance,Biology,61,74,g. 04,g. 04
849802,6th,Biology,Environmental Sciences,79,75,g. 07,g. 07
472743,3rd,Political Science,Economics and Finance,52,58,g. 02,g. 02
756854,5th,Political Science,Biology,63,55,g. 04,g. 12
298291,3rd,Environmental Sciences,Biology,72,78,g. 07,g. 07
568160,6th,Economics and Finance,Environmental Sciences,68,65,g. 04,g. 04
490086,5th,Mathematics and Statistics,Political Science,90,93,g. 12,g. 12
877468,3rd,Political Science,Biology,54,57,g. 02,g. 02
165175,3rd,Biology,Mathematics and Statistics,83,82,g. 10,g. 10
481361,4th,Biology,Economics and Finance,81,77,g. 10,g. 12
951886,6th,Environmental Sciences,Mathematics and Statistics,75,74,g. 07,g. 07
387763,5th,Economics and Finance,Mathematics and Statistics,67,71,g. 04,g. 04
969474,4th,Biology,Economics and Finance,74,81,g. 07,g. 07
906591,>6th,Economics and Finance,Social Sciences,66,60,g. 04,g. 04
197740,3rd,Social Sciences,Mathematics and Statistics,32,47,g. 00,g. 00
395840,5th,Economics and Finance,Biology,68,60,g. 04,g. 04
862959,5th,Environmental Sciences,Social Sciences,79,76,g. 07,g. 07
526366,6th,Biology,Environmental Sciences,72,85,g. 07,g. 07
263118,4th,Biology,Environmental Sciences,81,79,g. 10,g. 12
896301,5th,Biology,Environmental Sciences,76,81,g. 07,g. 07
553155,3rd,Political Science,Economics and Finance,50,57,g. 02,g. 02
555901,6th,Economics and Finance,Environmental Sciences,61,68,g. 04,g. 04
