tas	Year	Month	Country	ISO3	ISO2
3.84649	1902	1	F	NA	NA
2.2686	1902	2	F	NA	NA
7.17627	1902	3	F	NA	NA
9.88717	1902	4	F	NA	NA
11.4173	1902	5	F	NA	NA
14.7611	1902	6	F	NA	NA
18.187	1902	7	F	NA	NA
17.5304	1902	8	F	NA	NA
14.5977	1902	9	F	NA	NA
11.2193	1902	10	F	NA	NA
6.38815	1902	11	F	NA	NA
2.62132	1902	12	F	NA	NA
3.92742	1903	1	F	NA	NA
3.53782	1903	2	F	NA	NA
6.81747	1903	3	F	NA	NA
7.63492	1903	4	F	NA	NA
12.6275	1903	5	F	NA	NA
14.5416	1903	6	F	NA	NA
17.7461	1903	7	F	NA	NA
17.2766	1903	8	F	NA	NA
15.199	1903	9	F	NA	NA
12.3041	1903	10	F	NA	NA
6.27849	1903	11	F	NA	NA
2.9523	1903	12	F	NA	NA
2.31437	1904	1	F	NA	NA
2.98803	1904	2	F	NA	NA
5.36228	1904	3	F	NA	NA
8.74766	1904	4	F	NA	NA
13.1255	1904	5	F	NA	NA
15.8005	1904	6	F	NA	NA
18.9831	1904	7	F	NA	NA
18.2612	1904	8	F	NA	NA
15.0887	1904	9	F	NA	NA
12.0102	1904	10	F	NA	NA
6.50411	1904	11	F	NA	NA
4.50538	1904	12	F	NA	NA
0.49251	1905	1	F	NA	NA
1.67878	1905	2	F	NA	NA
8.09624	1905	3	F	NA	NA
8.86479	1905	4	F	NA	NA
11.6316	1905	5	F	NA	NA
16.2748	1905	6	F	NA	NA
18.8757	1905	7	F	NA	NA
18.6397	1905	8	F	NA	NA
15.832	1905	9	F	NA	NA
8.77492	1905	10	F	NA	NA
6.48747	1905	11	F	NA	NA
4.14381	1905	12	F	NA	NA
4.62217	1906	1	F	NA	NA
3.58967	1906	2	F	NA	NA
3.65772	1906	3	F	NA	NA
9.36477	1906	4	F	NA	NA
12.5427	1906	5	F	NA	NA
15.7698	1906	6	F	NA	NA
17.5585	1906	7	F	NA	NA
18.9046	1906	8	F	NA	NA
16.3932	1906	9	F	NA	NA
12.0639	1906	10	F	NA	NA
6.52767	1906	11	F	NA	NA
3.49931	1906	12	F	NA	NA
2.85468	1907	1	F	NA	NA
1.87925	1907	2	F	NA	NA
6.14968	1907	3	F	NA	NA
6.83573	1907	4	F	NA	NA
11.1121	1907	5	F	NA	NA
15.0383	1907	6	F	NA	NA
17.2057	1907	7	F	NA	NA
18.0506	1907	8	F	NA	NA
15.9581	1907	9	F	NA	NA
11.6436	1907	10	F	NA	NA
6.93504	1907	11	F	NA	NA
5.46659	1907	12	F	NA	NA
3.12445	1908	1	F	NA	NA
4.23814	1908	2	F	NA	NA
6.11319	1908	3	F	NA	NA
8.27375	1908	4	F	NA	NA
13.0891	1908	5	F	NA	NA
15.8313	1908	6	F	NA	NA
18.0121	1908	7	F	NA	NA
17.235	1908	8	F	NA	NA
16.0894	1908	9	F	NA	NA
11.3603	1908	10	F	NA	NA
6.46903	1908	11	F	NA	NA
4.69595	1908	12	F	NA	NA
2.11108	1909	1	F	NA	NA
2.60979	1909	2	F	NA	NA
4.73733	1909	3	F	NA	NA
8.77515	1909	4	F	NA	NA
12.2074	1909	5	F	NA	NA
14.6303	1909	6	F	NA	NA
16.9799	1909	7	F	NA	NA
18.9629	1909	8	F	NA	NA
15.1195	1909	9	F	NA	NA
11.7171	1909	10	F	NA	NA
6.63798	1909	11	F	NA	NA
1.97094	1909	12	F	NA	NA
3.18775	1910	1	F	NA	NA
2.96925	1910	2	F	NA	NA
9.09488	1910	3	F	NA	NA
9.14823	1910	4	F	NA	NA
11.224	1910	5	F	NA	NA
16.0915	1910	6	F	NA	NA
17.7502	1910	7	F	NA	NA
17.2672	1910	8	F	NA	NA
15.2395	1910	9	F	NA	NA
12.5054	1910	10	F	NA	NA
6.06934	1910	11	F	NA	NA
4.38538	1910	12	F	NA	NA
2.01092	1911	1	F	NA	NA
3.89867	1911	2	F	NA	NA
6.94857	1911	3	F	NA	NA
8.28726	1911	4	F	NA	NA
13.3661	1911	5	F	NA	NA
17.0873	1911	6	F	NA	NA
19.7402	1911	7	F	NA	NA
19.6154	1911	8	F	NA	NA
17.3687	1911	9	F	NA	NA
11.7652	1911	10	F	NA	NA
5.36935	1911	11	F	NA	NA
5.33062	1911	12	F	NA	NA
1.49133	1912	1	F	NA	NA
4.15218	1912	2	F	NA	NA
4.69857	1912	3	F	NA	NA
9.22495	1912	4	F	NA	NA
13.8385	1912	5	F	NA	NA
15.276	1912	6	F	NA	NA
18.1432	1912	7	F	NA	NA
16.4947	1912	8	F	NA	NA
13.4925	1912	9	F	NA	NA
11.0935	1912	10	F	NA	NA
6.55078	1912	11	F	NA	NA
5.60922	1912	12	F	NA	NA
3.69174	1913	1	F	NA	NA
3.16767	1913	2	F	NA	NA
6.11994	1913	3	F	NA	NA
9.5234	1913	4	F	NA	NA
12.9307	1913	5	F	NA	NA
16.4679	1913	6	F	NA	NA
17.6749	1913	7	F	NA	NA
18.96	1913	8	F	NA	NA
15.6278	1913	9	F	NA	NA
10.8984	1913	10	F	NA	NA
8.72556	1913	11	F	NA	NA
4.94193	1913	12	F	NA	NA
2.97927	1914	1	F	NA	NA
3.52222	1914	2	F	NA	NA
6.3347	1914	3	F	NA	NA
10.0629	1914	4	F	NA	NA
12.5374	1914	5	F	NA	NA
16.0849	1914	6	F	NA	NA
18.3169	1914	7	F	NA	NA
18.35	1914	8	F	NA	NA
15.7005	1914	9	F	NA	NA
11.8378	1914	10	F	NA	NA
7.22693	1914	11	F	NA	NA
3.69837	1914	12	F	NA	NA
2.76554	1915	1	F	NA	NA
3.8436	1915	2	F	NA	NA
3.7925	1915	3	F	NA	NA
10.1011	1915	4	F	NA	NA
12.9006	1915	5	F	NA	NA
15.8801	1915	6	F	NA	NA
17.1105	1915	7	F	NA	NA
16.9497	1915	8	F	NA	NA
15.3925	1915	9	F	NA	NA
11.0642	1915	10	F	NA	NA
6.61641	1915	11	F	NA	NA
6.4469900000000004	1915	12	F	NA	NA
2.38522	1916	1	F	NA	NA
3.47294	1916	2	F	NA	NA
5.74057	1916	3	F	NA	NA
8.70291	1916	4	F	NA	NA
12.9061	1916	5	F	NA	NA
14.3263	1916	6	F	NA	NA
18.8458	1916	7	F	NA	NA
18.5005	1916	8	F	NA	NA
15.0316	1916	9	F	NA	NA
11.3859	1916	10	F	NA	NA
6.84225	1916	11	F	NA	NA
2.73992	1916	12	F	NA	NA
1.28085	1917	1	F	NA	NA
0.78934	1917	2	F	NA	NA
4.48341	1917	3	F	NA	NA
6.78986	1917	4	F	NA	NA
13.0012	1917	5	F	NA	NA
16.3487	1917	6	F	NA	NA
18.8979	1917	7	F	NA	NA
17.3076	1917	8	F	NA	NA
16.0575	1917	9	F	NA	NA
8.97772	1917	10	F	NA	NA
7.81203	1917	11	F	NA	NA
0.07769	1917	12	F	NA	NA
0.92124	1918	1	F	NA	NA
3.7171	1918	2	F	NA	NA
7.72954	1918	3	F	NA	NA
7.72075	1918	4	F	NA	NA
13.9931	1918	5	F	NA	NA
16.2386	1918	6	F	NA	NA
18.1446	1918	7	F	NA	NA
18.9778	1918	8	F	NA	NA
14.8909	1918	9	F	NA	NA
11.4535	1918	10	F	NA	NA
5.97692	1918	11	F	NA	NA
6.45911	1918	12	F	NA	NA
4.77733	1919	1	F	NA	NA
3.50527	1919	2	F	NA	NA
5.72508	1919	3	F	NA	NA
7.7897	1919	4	F	NA	NA
12.6376	1919	5	F	NA	NA
16.2911	1919	6	F	NA	NA
17.5274	1919	7	F	NA	NA
18.5129	1919	8	F	NA	NA
16.7662	1919	9	F	NA	NA
9.75875	1919	10	F	NA	NA
4.70199	1919	11	F	NA	NA
2.97056	1919	12	F	NA	NA
3.94974	1920	1	F	NA	NA
4.65784	1920	2	F	NA	NA
6.92899	1920	3	F	NA	NA
7.40079	1920	4	F	NA	NA
13.255	1920	5	F	NA	NA
15.9716	1920	6	F	NA	NA
17.7822	1920	7	F	NA	NA
16.9752	1920	8	F	NA	NA
15.8459	1920	9	F	NA	NA
11.9996	1920	10	F	NA	NA
5.04603	1920	11	F	NA	NA
3.95033	1920	12	F	NA	NA
6.26361	1921	1	F	NA	NA
4.91693	1921	2	F	NA	NA
7.33507	1921	3	F	NA	NA
8.87583	1921	4	F	NA	NA
13.5474	1921	5	F	NA	NA
17.0839	1921	6	F	NA	NA
19.7697	1921	7	F	NA	NA
18.436	1921	8	F	NA	NA
16.9539	1921	9	F	NA	NA
13.6672	1921	10	F	NA	NA
5.14788	1921	11	F	NA	NA
4.75396	1921	12	F	NA	NA
3.19087	1922	1	F	NA	NA
2.98035	1922	2	F	NA	NA
6.08552	1922	3	F	NA	NA
8.75182	1922	4	F	NA	NA
14.072	1922	5	F	NA	NA
16.4953	1922	6	F	NA	NA
16.9372	1922	7	F	NA	NA
18.0772	1922	8	F	NA	NA
15.3313	1922	9	F	NA	NA
11.0883	1922	10	F	NA	NA
6.33885	1922	11	F	NA	NA
4.03708	1922	12	F	NA	NA
4.38699	1923	1	F	NA	NA
5.01616	1923	2	F	NA	NA
6.393	1923	3	F	NA	NA
9.35833	1923	4	F	NA	NA
12.5001	1923	5	F	NA	NA
14.8829	1923	6	F	NA	NA
19.1979	1923	7	F	NA	NA
18.6954	1923	8	F	NA	NA
15.6314	1923	9	F	NA	NA
11.7995	1923	10	F	NA	NA
6.42071	1923	11	F	NA	NA
4.51236	1923	12	F	NA	NA
2.28779	1924	1	F	NA	NA
3.36298	1924	2	F	NA	NA
5.37766	1924	3	F	NA	NA
8.80855	1924	4	F	NA	NA
13.0983	1924	5	F	NA	NA
16.0435	1924	6	F	NA	NA
17.8397	1924	7	F	NA	NA
16.6564	1924	8	F	NA	NA
15.0731	1924	9	F	NA	NA
12.1936	1924	10	F	NA	NA
7.18225	1924	11	F	NA	NA
2.64635	1924	12	F	NA	NA
3.46977	1925	1	F	NA	NA
5.5284	1925	2	F	NA	NA
5.70493	1925	3	F	NA	NA
10.3357	1925	4	F	NA	NA
12.6749	1925	5	F	NA	NA
16.5773	1925	6	F	NA	NA
18.1972	1925	7	F	NA	NA
17.9836	1925	8	F	NA	NA
15.5036	1925	9	F	NA	NA
10.2627	1925	10	F	NA	NA
5.74944	1925	11	F	NA	NA
4.11642	1925	12	F	NA	NA
4.52621	1926	1	F	NA	NA
7.7509	1926	2	F	NA	NA
7.11163	1926	3	F	NA	NA
9.96634	1926	4	F	NA	NA
12.3305	1926	5	F	NA	NA
14.9996	1926	6	F	NA	NA
18.2504	1926	7	F	NA	NA
18.7563	1926	8	F	NA	NA
16.7668	1926	9	F	NA	NA
12.2718	1926	10	F	NA	NA
7.45657	1926	11	F	NA	NA
3.15636	1926	12	F	NA	NA
4.29414	1927	1	F	NA	NA
5.21816	1927	2	F	NA	NA
6.93803	1927	3	F	NA	NA
9.47439	1927	4	F	NA	NA
13.0243	1927	5	F	NA	NA
15.8764	1927	6	F	NA	NA
18.2656	1927	7	F	NA	NA
17.3798	1927	8	F	NA	NA
15.8227	1927	9	F	NA	NA
11.9358	1927	10	F	NA	NA
6.52058	1927	11	F	NA	NA
2.2065	1927	12	F	NA	NA
4.6604	1928	1	F	NA	NA
5.7809	1928	2	F	NA	NA
7.07324	1928	3	F	NA	NA
8.71688	1928	4	F	NA	NA
12.293	1928	5	F	NA	NA
15.4316	1928	6	F	NA	NA
19.848	1928	7	F	NA	NA
19.0074	1928	8	F	NA	NA
15.6297	1928	9	F	NA	NA
11.8699	1928	10	F	NA	NA
7.42878	1928	11	F	NA	NA
4.44062	1928	12	F	NA	NA
0.16261	1929	1	F	NA	NA
-0.1719	1929	2	F	NA	NA
6.89718	1929	3	F	NA	NA
8.64813	1929	4	F	NA	NA
12.7031	1929	5	F	NA	NA
16.2279	1929	6	F	NA	NA
19.1118	1929	7	F	NA	NA
18.3194	1929	8	F	NA	NA
17.0175	1929	9	F	NA	NA
11.7959	1929	10	F	NA	NA
6.69721	1929	11	F	NA	NA
6.01335	1929	12	F	NA	NA
3.80356	1930	1	F	NA	NA
5.30998	1930	2	F	NA	NA
6.40485	1930	3	F	NA	NA
10.214	1930	4	F	NA	NA
12.313	1930	5	F	NA	NA
17.1231	1930	6	F	NA	NA
18.5197	1930	7	F	NA	NA
18.4528	1930	8	F	NA	NA
16.2384	1930	9	F	NA	NA
11.8446	1930	10	F	NA	NA
8.26829	1930	11	F	NA	NA
4.59577	1930	12	F	NA	NA
5.00585	1931	1	F	NA	NA
4.9052	1931	2	F	NA	NA
5.54223	1931	3	F	NA	NA
9.03834	1931	4	F	NA	NA
13.0798	1931	5	F	NA	NA
17.886	1931	6	F	NA	NA
18.5087	1931	7	F	NA	NA
17.6403	1931	8	F	NA	NA
14.5791	1931	9	F	NA	NA
11.4371	1931	10	F	NA	NA
8.0485	1931	11	F	NA	NA
5.25569	1931	12	F	NA	NA
4.20331	1932	1	F	NA	NA
1.87641	1932	2	F	NA	NA
4.86035	1932	3	F	NA	NA
8.83192	1932	4	F	NA	NA
12.4647	1932	5	F	NA	NA
16.0678	1932	6	F	NA	NA
18.2143	1932	7	F	NA	NA
19.8252	1932	8	F	NA	NA
16.7416	1932	9	F	NA	NA
11.3021	1932	10	F	NA	NA
6.2334	1932	11	F	NA	NA
4.52049	1932	12	F	NA	NA
3.94436	1933	1	F	NA	NA
3.70891	1933	2	F	NA	NA
7.42237	1933	3	F	NA	NA
9.81073	1933	4	F	NA	NA
12.8808	1933	5	F	NA	NA
16.3862	1933	6	F	NA	NA
19.2214	1933	7	F	NA	NA
19.6615	1933	8	F	NA	NA
17.0331	1933	9	F	NA	NA
11.8701	1933	10	F	NA	NA
6.08156	1933	11	F	NA	NA
1.29256	1933	12	F	NA	NA
4.1637	1934	1	F	NA	NA
4.18723	1934	2	F	NA	NA
6.28051	1934	3	F	NA	NA
10.6899	1934	4	F	NA	NA
14.6796	1934	5	F	NA	NA
17.6462	1934	6	F	NA	NA
20.2882	1934	7	F	NA	NA
18.4321	1934	8	F	NA	NA
16.3281	1934	9	F	NA	NA
13.2118	1934	10	F	NA	NA
6.96732	1934	11	F	NA	NA
6.70215	1934	12	F	NA	NA
2.81894	1935	1	F	NA	NA
5.31715	1935	2	F	NA	NA
7.10255	1935	3	F	NA	NA
8.66532	1935	4	F	NA	NA
10.81	1935	5	F	NA	NA
16.3499	1935	6	F	NA	NA
20.0601	1935	7	F	NA	NA
18.4696	1935	8	F	NA	NA
16.3075	1935	9	F	NA	NA
11.0492	1935	10	F	NA	NA
6.49921	1935	11	F	NA	NA
4.49022	1935	12	F	NA	NA
3.75119	1936	1	F	NA	NA
0.44568	1936	2	F	NA	NA
7.50418	1936	3	F	NA	NA
8.47961	1936	4	F	NA	NA
14.2658	1936	5	F	NA	NA
16.5815	1936	6	F	NA	NA
19.5762	1936	7	F	NA	NA
19.2038	1936	8	F	NA	NA
16.5961	1936	9	F	NA	NA
10.3209	1936	10	F	NA	NA
6.52147	1936	11	F	NA	NA
4.28755	1936	12	F	NA	NA
2.48267	1937	1	F	NA	NA
4.68471	1937	2	F	NA	NA
5.27672	1937	3	F	NA	NA
9.19508	1937	4	F	NA	NA
13.9888	1937	5	F	NA	NA
16.7029	1937	6	F	NA	NA
19.2517	1937	7	F	NA	NA
19.7939	1937	8	F	NA	NA
16.1912	1937	9	F	NA	NA
11.8398	1937	10	F	NA	NA
6.21389	1937	11	F	NA	NA
3.58858	1937	12	F	NA	NA
4.31936	1938	1	F	NA	NA
3.40427	1938	2	F	NA	NA
8.51052	1938	3	F	NA	NA
8.58273	1938	4	F	NA	NA
11.7754	1938	5	F	NA	NA
16.5364	1938	6	F	NA	NA
18.3706	1938	7	F	NA	NA
18.7522	1938	8	F	NA	NA
16.6787	1938	9	F	NA	NA
12.8243	1938	10	F	NA	NA
7.93923	1938	11	F	NA	NA
4.11468	1938	12	F	NA	NA
6.06366	1939	1	F	NA	NA
2.91551	1939	2	F	NA	NA
5.66555	1939	3	F	NA	NA
9.76468	1939	4	F	NA	NA
12.6764	1939	5	F	NA	NA
16.2355	1939	6	F	NA	NA
18.49	1939	7	F	NA	NA
18.1292	1939	8	F	NA	NA
16.4902	1939	9	F	NA	NA
11.0384	1939	10	F	NA	NA
7.97568	1939	11	F	NA	NA
4.85522	1939	12	F	NA	NA
-1.5921	1940	1	F	NA	NA
3.65908	1940	2	F	NA	NA
6.7503	1940	3	F	NA	NA
9.32696	1940	4	F	NA	NA
13.445	1940	5	F	NA	NA
16.7208	1940	6	F	NA	NA
18.1035	1940	7	F	NA	NA
17.6801	1940	8	F	NA	NA
16.1323	1940	9	F	NA	NA
11.9613	1940	10	F	NA	NA
6.68026	1940	11	F	NA	NA
2.75378	1940	12	F	NA	NA
1.82984	1941	1	F	NA	NA
4.44407	1941	2	F	NA	NA
6.86045	1941	3	F	NA	NA
8.96035	1941	4	F	NA	NA
12.0921	1941	5	F	NA	NA
16.5092	1941	6	F	NA	NA
19.0851	1941	7	F	NA	NA
17.6285	1941	8	F	NA	NA
15.7286	1941	9	F	NA	NA
11.3217	1941	10	F	NA	NA
6.98738	1941	11	F	NA	NA
4.76603	1941	12	F	NA	NA
1.37238	1942	1	F	NA	NA
1.03366	1942	2	F	NA	NA
6.98319	1942	3	F	NA	NA
10.9464	1942	4	F	NA	NA
12.8625	1942	5	F	NA	NA
16.5246	1942	6	F	NA	NA
18.5895	1942	7	F	NA	NA
18.639	1942	8	F	NA	NA
16.2887	1942	9	F	NA	NA
13.1022	1942	10	F	NA	NA
5.87693	1942	11	F	NA	NA
3.90266	1942	12	F	NA	NA
3.49014	1943	1	F	NA	NA
5.47667	1943	2	F	NA	NA
6.27934	1943	3	F	NA	NA
11.1741	1943	4	F	NA	NA
13.3648	1943	5	F	NA	NA
16.4521	1943	6	F	NA	NA
19.0349	1943	7	F	NA	NA
19.0342	1943	8	F	NA	NA
15.7256	1943	9	F	NA	NA
12.4311	1943	10	F	NA	NA
6.06783	1943	11	F	NA	NA
4.10659	1943	12	F	NA	NA
5.59421	1944	1	F	NA	NA
4.18717	1944	2	F	NA	NA
4.14701	1944	3	F	NA	NA
9.94766	1944	4	F	NA	NA
13.6644	1944	5	F	NA	NA
16.1912	1944	6	F	NA	NA
18.2552	1944	7	F	NA	NA
19.4384	1944	8	F	NA	NA
15.8817	1944	9	F	NA	NA
11.4182	1944	10	F	NA	NA
6.94517	1944	11	F	NA	NA
3.58976	1944	12	F	NA	NA
1.74375	1945	1	F	NA	NA
6.00337	1945	2	F	NA	NA
8.20413	1945	3	F	NA	NA
10.2245	1945	4	F	NA	NA
13.0363	1945	5	F	NA	NA
16.0634	1945	6	F	NA	NA
19.5183	1945	7	F	NA	NA
18.3766	1945	8	F	NA	NA
16.5359	1945	9	F	NA	NA
12.2231	1945	10	F	NA	NA
6.16292	1945	11	F	NA	NA
3.19676	1945	12	F	NA	NA
2.62396	1946	1	F	NA	NA
6.16205	1946	2	F	NA	NA
7.83549	1946	3	F	NA	NA
11.1172	1946	4	F	NA	NA
12.56	1946	5	F	NA	NA
16.1343	1946	6	F	NA	NA
19.2533	1946	7	F	NA	NA
18.0548	1946	8	F	NA	NA
16.3084	1946	9	F	NA	NA
11.6637	1946	10	F	NA	NA
6.60207	1946	11	F	NA	NA
3.4279	1946	12	F	NA	NA
2.00792	1947	1	F	NA	NA
2.0798	1947	2	F	NA	NA
5.67859	1947	3	F	NA	NA
10.3804	1947	4	F	NA	NA
13.6821	1947	5	F	NA	NA
17.2932	1947	6	F	NA	NA
20.0971	1947	7	F	NA	NA
21.1652	1947	8	F	NA	NA
17.607	1947	9	F	NA	NA
13.0088	1947	10	F	NA	NA
7.31115	1947	11	F	NA	NA
4.4624	1947	12	F	NA	NA
4.44725	1948	1	F	NA	NA
3.92725	1948	2	F	NA	NA
7.402	1948	3	F	NA	NA
10.6662	1948	4	F	NA	NA
13.7132	1948	5	F	NA	NA
16.0006	1948	6	F	NA	NA
17.4899	1948	7	F	NA	NA
18.2422	1948	8	F	NA	NA
16.0013	1948	9	F	NA	NA
11.4684	1948	10	F	NA	NA
6.68741	1948	11	F	NA	NA
4.60642	1948	12	F	NA	NA
2.99417	1949	1	F	NA	NA
3.24993	1949	2	F	NA	NA
5.70202	1949	3	F	NA	NA
10.8119	1949	4	F	NA	NA
12.6832	1949	5	F	NA	NA
16.2451	1949	6	F	NA	NA
19.5296	1949	7	F	NA	NA
19.1134	1949	8	F	NA	NA
17.1868	1949	9	F	NA	NA
13.1006	1949	10	F	NA	NA
7.85507	1949	11	F	NA	NA
4.88684	1949	12	F	NA	NA
1.18629	1950	1	F	NA	NA
4.93993	1950	2	F	NA	NA
6.1858	1950	3	F	NA	NA
7.88758	1950	4	F	NA	NA
13.3768	1950	5	F	NA	NA
17.2693	1950	6	F	NA	NA
18.8965	1950	7	F	NA	NA
18.0604	1950	8	F	NA	NA
15.3672	1950	9	F	NA	NA
12.4867	1950	10	F	NA	NA
6.51423	1950	11	F	NA	NA
2.75325	1950	12	F	NA	NA
3.97898	1951	1	F	NA	NA
4.47485	1951	2	F	NA	NA
4.8863	1951	3	F	NA	NA
8.98372	1951	4	F	NA	NA
11.8905	1951	5	F	NA	NA
15.7291	1951	6	F	NA	NA
18.3018	1951	7	F	NA	NA
17.4988	1951	8	F	NA	NA
16.1401	1951	9	F	NA	NA
10.4774	1951	10	F	NA	NA
7.63602	1951	11	F	NA	NA
4.08757	1951	12	F	NA	NA
2.61702	1952	1	F	NA	NA
2.66968	1952	2	F	NA	NA
7.53848	1952	3	F	NA	NA
10.6931	1952	4	F	NA	NA
14.0521	1952	5	F	NA	NA
18.1929	1952	6	F	NA	NA
19.768	1952	7	F	NA	NA
19.0128	1952	8	F	NA	NA
14.3187	1952	9	F	NA	NA
11.0969	1952	10	F	NA	NA
5.88019	1952	11	F	NA	NA
3.62869	1952	12	F	NA	NA
0.88041	1953	1	F	NA	NA
3.06082	1953	2	F	NA	NA
7.26175	1953	3	F	NA	NA
9.35496	1953	4	F	NA	NA
14.3167	1953	5	F	NA	NA
15.9652	1953	6	F	NA	NA
18.1679	1953	7	F	NA	NA
18.7611	1953	8	F	NA	NA
16.4571	1953	9	F	NA	NA
12.5762	1953	10	F	NA	NA
6.86029	1953	11	F	NA	NA
6.58847	1953	12	F	NA	NA
1.46842	1954	1	F	NA	NA
3.75601	1954	2	F	NA	NA
7.13954	1954	3	F	NA	NA
8.65296	1954	4	F	NA	NA
12.2809	1954	5	F	NA	NA
16.1025	1954	6	F	NA	NA
17.1872	1954	7	F	NA	NA
17.5479	1954	8	F	NA	NA
16.2726	1954	9	F	NA	NA
12.2877	1954	10	F	NA	NA
8.31368	1954	11	F	NA	NA
5.63671	1954	12	F	NA	NA
4.78545	1955	1	F	NA	NA
3.21409	1955	2	F	NA	NA
4.73495	1955	3	F	NA	NA
10.2298	1955	4	F	NA	NA
13.061	1955	5	F	NA	NA
15.8566	1955	6	F	NA	NA
19.1144	1955	7	F	NA	NA
19.2609	1955	8	F	NA	NA
15.8028	1955	9	F	NA	NA
10.3695	1955	10	F	NA	NA
5.71995	1955	11	F	NA	NA
5.56899	1955	12	F	NA	NA
3.45822	1956	1	F	NA	NA
2.69958	1956	2	F	NA	NA
6.49869	1956	3	F	NA	NA
7.95928	1956	4	F	NA	NA
13.8989	1956	5	F	NA	NA
15.2849	1956	6	F	NA	NA
17.746	1956	7	F	NA	NA
16.7138	1956	8	F	NA	NA
16.4561	1956	9	F	NA	NA
10.7477	1956	10	F	NA	NA
4.84448	1956	11	F	NA	NA
4.74445	1956	12	F	NA	NA
1.86053	1957	1	F	NA	NA
6.4757	1957	2	F	NA	NA
9.10832	1957	3	F	NA	NA
9.26131	1957	4	F	NA	NA
11.6464	1957	5	F	NA	NA
16.3376	1957	6	F	NA	NA
18.4656	1957	7	F	NA	NA
17.5538	1957	8	F	NA	NA
15.038	1957	9	F	NA	NA
11.1241	1957	10	F	NA	NA
6.43224	1957	11	F	NA	NA
4.24199	1957	12	F	NA	NA
4.03468	1958	1	F	NA	NA
4.9106	1958	2	F	NA	NA
4.86056	1958	3	F	NA	NA
8.00328	1958	4	F	NA	NA
13.9089	1958	5	F	NA	NA
15.6968	1958	6	F	NA	NA
17.8546	1958	7	F	NA	NA
18.3613	1958	8	F	NA	NA
17.2314	1958	9	F	NA	NA
11.1846	1958	10	F	NA	NA
6.74338	1958	11	F	NA	NA
4.82156	1958	12	F	NA	NA
2.94947	1959	1	F	NA	NA
3.70882	1959	2	F	NA	NA
7.79467	1959	3	F	NA	NA
9.46637	1959	4	F	NA	NA
13.7419	1959	5	F	NA	NA
16.9583	1959	6	F	NA	NA
19.4939	1959	7	F	NA	NA
18.8946	1959	8	F	NA	NA
16.7428	1959	9	F	NA	NA
11.4629	1959	10	F	NA	NA
5.82167	1959	11	F	NA	NA
5.50143	1959	12	F	NA	NA
3.09897	1960	1	F	NA	NA
4.48378	1960	2	F	NA	NA
6.1868	1960	3	F	NA	NA
9.29559	1960	4	F	NA	NA
13.958	1960	5	F	NA	NA
17.0669	1960	6	F	NA	NA
17.1122	1960	7	F	NA	NA
17.5658	1960	8	F	NA	NA
14.5926	1960	9	F	NA	NA
11.3303	1960	10	F	NA	NA
7.87415	1960	11	F	NA	NA
3.62285	1960	12	F	NA	NA
3.48327	1961	1	F	NA	NA
6.74845	1961	2	F	NA	NA
7.82951	1961	3	F	NA	NA
10.9051	1961	4	F	NA	NA
12.5247	1961	5	F	NA	NA
16.4734	1961	6	F	NA	NA
17.7079	1961	7	F	NA	NA
17.7891	1961	8	F	NA	NA
17.858	1961	9	F	NA	NA
12.2328	1961	10	F	NA	NA
6.21871	1961	11	F	NA	NA
4.12352	1961	12	F	NA	NA
4.23068	1962	1	F	NA	NA
3.57619	1962	2	F	NA	NA
4.21884	1962	3	F	NA	NA
9.05116	1962	4	F	NA	NA
12.0064	1962	5	F	NA	NA
15.7744	1962	6	F	NA	NA
17.6911	1962	7	F	NA	NA
18.7317	1962	8	F	NA	NA
15.3768	1962	9	F	NA	NA
11.9811	1962	10	F	NA	NA
5.28909	1962	11	F	NA	NA
1.89091	1962	12	F	NA	NA
-0.9171	1963	1	F	NA	NA
0.91877	1963	2	F	NA	NA
6.78829	1963	3	F	NA	NA
9.76149	1963	4	F	NA	NA
12.5495	1963	5	F	NA	NA
16.076	1963	6	F	NA	NA
18.6627	1963	7	F	NA	NA
16.7779	1963	8	F	NA	NA
15.5441	1963	9	F	NA	NA
11.5974	1963	10	F	NA	NA
8.7957	1963	11	F	NA	NA
1.18181	1963	12	F	NA	NA
1.89683	1964	1	F	NA	NA
4.91477	1964	2	F	NA	NA
5.16691	1964	3	F	NA	NA
9.51807	1964	4	F	NA	NA
14.486	1964	5	F	NA	NA
16.778	1964	6	F	NA	NA
19.7987	1964	7	F	NA	NA
18.121	1964	8	F	NA	NA
16.558	1964	9	F	NA	NA
10.0381	1964	10	F	NA	NA
6.94474	1964	11	F	NA	NA
2.67076	1964	12	F	NA	NA
3.34552	1965	1	F	NA	NA
1.38543	1965	2	F	NA	NA
5.67943	1965	3	F	NA	NA
8.93267	1965	4	F	NA	NA
12.913	1965	5	F	NA	NA
16.0975	1965	6	F	NA	NA
17.1242	1965	7	F	NA	NA
17.0453	1965	8	F	NA	NA
13.7866	1965	9	F	NA	NA
12.1755	1965	10	F	NA	NA
6.88051	1965	11	F	NA	NA
5.56053	1965	12	F	NA	NA
2.10151	1966	1	F	NA	NA
6.85161	1966	2	F	NA	NA
5.9847	1966	3	F	NA	NA
9.84554	1966	4	F	NA	NA
12.9799	1966	5	F	NA	NA
16.7695	1966	6	F	NA	NA
17.2838	1966	7	F	NA	NA
17.0661	1966	8	F	NA	NA
16.3126	1966	9	F	NA	NA
12.513	1966	10	F	NA	NA
